File Integrity Monitor Alert: /home/jt/IDS-354/test/file-integrity/test2.txt modified @ 2021-05-06T07:41:46.419Z
File Integrity Monitor Alert: /home/jt/IDS-354/test/file-integrity/test.txt modified @ 2021-05-06T07:42:06.469Z
