2021-05-05T17:41:06.710Z,0.16204131440962163,1502380032,152
2021-05-05T18:31:53.994Z,0.16469195981425444,1726353408,152
2021-05-05T18:32:14.032Z,2.293520491289635,1694007296,152
2021-05-05T18:32:34.084Z,1.3881940970485243,1695006720,152
2021-05-05T18:32:54.127Z,1.627441161742614,1694797824,152
2021-05-05T18:33:14.145Z,1.579145256297782,1695678464,152
2021-05-05T18:33:34.181Z,1.5,1696489472,152
2021-05-05T18:33:54.176Z,1.6016016016016015,1697652736,152
2021-05-06T07:11:41.868Z,0.18643630510259615,2003021824,155
2021-05-06T07:12:01.949Z,1.7651477215823737,2001383424,155
2021-05-06T07:12:21.920Z,1.693214599272545,2003271680,155
2021-05-06T07:12:41.913Z,1.5039478631407444,2001711104,155
